p-neu,r-neu,f-neu,p-pos,r-pos,f-pos,p-neg,r-neg,f-neg,p-macro,r-macro,f-macro,system,split
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,baseline,test
